"Grupo1","Grupo2","P_value"
"Sm-1","Sm-2",0.616711361056236
"Sm-1","Sm-3",0.53243665043712
"Sm-2","Sm-3",0.561433436398278
"Sm-1","Sm-4",0.604445610281409
"Sm-2","Sm-4",0.50074517600062
"Sm-3","Sm-4",0.481689007235319
"Sm-1","Sm-5",1
"Sm-2","Sm-5",0.757114354026964
"Sm-3","Sm-5",1
"Sm-4","Sm-5",1
"Sm-1","Sm-6",0.638985531174778
"Sm-2","Sm-6",0.903344242513639
"Sm-3","Sm-6",0.650661623990915
"Sm-4","Sm-6",0.707622892854555
"Sm-5","Sm-6",1
