Species Strain Condition Line Genotype RSS r2 rmax rmax_se topt topt_se ctmin ctmin_se ctmax ctmax_se tolerance breadth An_rmax An_topt An_ctmax An_ctmin An_tolerance An_breadth rmax_rel topt_rel ctmax_rel ctmin_rel tolerance_rel breadth_rel
Sk Sk-1 Control 4 I2 0.003 0.921 0.344 0.03 27.414 1.374 8.332 5.342 33.824 1.649 25.492 7.971 0.318 27.941 33.281 1.111 32.17 8.471 0.026 -0.526999999999997 0.542999999999999 7.221 -6.678 -0.5
Sk Sk-1 Treatment 1 I1 0.002 0.957 0.368 0.024 28.189 0.944 7.037 4.04 33.542 1.16 26.505 7.553 0.318 27.941 33.281 1.111 32.17 8.471 0.05 0.248000000000001 0.261000000000003 5.926 -5.665 -0.918
Sk Sk-1 Treatment 1 I2 0.004 0.925 0.374 0.062 28.054 2.404 7.661 8.63 32.432 3.067 24.771 6.686 0.318 27.941 33.281 1.111 32.17 8.471 0.056 0.113 -0.848999999999997 6.55 -7.399 -1.785
Sk Sk-1 Treatment 1 I3 0.003 0.943 0.35 0.026 27.487 1.115 8.126 4.368 33.48 1.119 25.354 7.746 0.318 27.941 33.281 1.111 32.17 8.471 0.032 -0.454000000000001 0.198999999999998 7.015 -6.816 -0.725
Sk Sk-1 Treatment 2 I1 0.0006357 0.979 0.318 0.021 29.229 1.129 3.093 5.691 33.444 1.56 30.351 7.47 0.318 27.941 33.281 1.111 32.17 8.471 0 1.288 0.163000000000004 1.982 -1.819 -1.001
Sk Sk-1 Treatment 2 I2 0.003 0.934 0.347 0.029 27.996 1.263 7.888 5.144 33.969 1.895 26.081 7.81 0.318 27.941 33.281 1.111 32.17 8.471 0.029 0.0549999999999997 0.688000000000002 6.777 -6.089 -0.661
Sk Sk-1 Treatment 2 I3 0.003 0.923 0.334 0.03 27.846 1.411 7.839 5.87 34.342 2.432 26.503 8.167 0.318 27.941 33.281 1.111 32.17 8.471 0.016 -0.0949999999999989 1.061 6.728 -5.667 -0.304
Sk Sk-1 Treatment 3 I1 0.002 0.933 0.323 0.026 27.72 1.326 7.88 5.535 34.468 2.329 26.588 8.323 0.318 27.941 33.281 1.111 32.17 8.471 0.005 -0.221 1.187 6.769 -5.582 -0.148
Sk Sk-1 Treatment 3 I2 0.002 0.937 0.317 0.025 27.8 1.269 7.847 5.283 34.37 2.186 26.523 8.212 0.318 27.941 33.281 1.111 32.17 8.471 -0.001 -0.140999999999998 1.089 6.736 -5.647 -0.259
Sk Sk-1 Treatment 3 I3 0.002 0.949 0.283 0.038 28.625 2.377 7.952 9.62 34.699 5.12 26.747 8.016 0.318 27.941 33.281 1.111 32.17 8.471 -0.035 0.684000000000001 1.418 6.841 -5.423 -0.455
Sk Sk-1 Treatment 4 I1 0.003 0.92 0.336 0.048 28.061 2.247 7.329 8.778 33.494 2.213 26.165 7.531 0.318 27.941 33.281 1.111 32.17 8.471 0.018 0.120000000000001 0.213000000000001 6.218 -6.005 -0.94
Sk Sk-1 Treatment 4 I2 0.002 0.927 0.325 0.043 28.167 2.153 6.577 8.854 33.531 2.239 26.954 7.633 0.318 27.941 33.281 1.111 32.17 8.471 0.00700000000000001 0.226000000000003 0.25 5.466 -5.216 -0.838
Sk Sk-1 Treatment 4 I3 8.009e-05 0.998 0.368 0.007 25.674 0.603 11.255 1.644 35.06 0.578 23.805 9.085 0.318 27.941 33.281 1.111 32.17 8.471 0.05 -2.267 1.779 10.144 -8.365 0.614000000000001
Sk Sk-2 Ancestral Ancestral Ancestral 0.002 0.993 0.328 0.023 27.051 1.317 4.091 5.914 31.699 0.595 27.608 7.31 0.328 27.051 31.699 4.091 27.608 7.31 0 0 0 0 0 0
Sk Sk-2 Control 1 I2 0.001 0.984 0.322 0.019 27.226 1.156 3.053 5.196 31.355 0.282 28.302 7.101 0.328 27.051 31.699 4.091 27.608 7.31 -0.00600000000000001 0.175000000000001 -0.344000000000001 -1.038 0.693999999999999 -0.209
Sk Sk-2 Control 1 I3 0.005 0.894 0.313 0.037 25.92 1.65 8.688 6.555 32.764 0.842 24.076 7.889 0.328 27.051 31.699 4.091 27.608 7.31 -0.015 -1.131 1.065 4.597 -3.532 0.579000000000001
Sk Sk-2 Control 2 I1 0.002 0.972 0.338 0.026 26.912 1.309 6.366 5.255 31.647 0.544 25.281 6.984 0.328 27.051 31.699 4.091 27.608 7.31 0.01 -0.138999999999999 -0.0520000000000032 2.275 -2.327 -0.326
Sk Sk-2 Control 2 I2 0.002 0.977 0.329 0.023 26.963 1.215 5.624 5.048 31.585 0.461 25.961 7.027 0.328 27.051 31.699 4.091 27.608 7.31 0.001 -0.0879999999999974 -0.114000000000001 1.533 -1.647 -0.282999999999999
Sk Sk-2 Control 2 I3 0.003 0.966 0.344 0.03 26.671 1.336 7.29 5.223 31.458 0.414 24.168 6.857 0.328 27.051 31.699 4.091 27.608 7.31 0.016 -0.379999999999999 -0.241000000000003 3.199 -3.44 -0.452999999999999
Sk Sk-2 Control 3 I1 0.002 0.967 0.31 0.025 26.467 1.353 6.925 5.586 31.933 0.752 25.008 7.402 0.328 27.051 31.699 4.091 27.608 7.31 -0.018 -0.584 0.233999999999998 2.834 -2.6 0.0920000000000005
Sk Sk-2 Control 3 I2 0.002 0.977 0.335 0.023 26.992 1.203 5.834 4.899 31.512 0.406 25.678 6.919 0.328 27.051 31.699 4.091 27.608 7.31 0.00700000000000001 -0.0589999999999975 -0.187000000000001 1.743 -1.93 -0.391
Sk Sk-2 Control 3 I3 0.002 0.974 0.335 0.023 26.992 1.203 5.834 4.899 31.512 0.406 25.678 6.919 0.328 27.051 31.699 4.091 27.608 7.31 0.00700000000000001 -0.0589999999999975 -0.187000000000001 1.743 -1.93 -0.391
Sk Sk-2 Control 4 I1 0.003 0.961 0.335 0.03 26.739 1.478 6.763 5.931 31.682 0.634 24.919 7.06 0.328 27.051 31.699 4.091 27.608 7.31 0.00700000000000001 -0.311999999999998 -0.017000000000003 2.672 -2.689 -0.25
Sk Sk-2 Control 4 I2 0.003 0.968 0.335 0.027 26.86 1.398 6.42 5.652 31.765 0.674 25.345 7.096 0.328 27.051 31.699 4.091 27.608 7.31 0.00700000000000001 -0.190999999999999 0.0659999999999989 2.329 -2.263 -0.214
Sk Sk-2 Control 4 I3 0.003 0.964 0.341 0.03 26.677 1.375 7.117 5.432 31.527 0.475 24.41 6.933 0.328 27.051 31.699 4.091 27.608 7.31 0.013 -0.373999999999999 -0.172000000000001 3.026 -3.198 -0.377
Sk Sk-2 Treatment 1 I1 0.0008228 0.886 0.199 0.031 27.017 2.291 4.85 10.266 34.027 3.021 29.177 8.91 0.328 27.051 31.699 4.091 27.608 7.31 -0.129 -0.0339999999999989 2.328 0.758999999999999 1.569 1.6
Sk Sk-2 Treatment 1 I2 0.0004651 0.918 0.177 0.011 25.607 1.435 5.02 8.759 35.359 2.203 30.339 10.51 0.328 27.051 31.699 4.091 27.608 7.31 -0.151 -1.444 3.66 0.928999999999999 2.731 3.2
Sk Sk-2 Treatment 1 I3 0.0007663 0.867 0.171 0.014 26.83 1.912 2.342 11.926 34.826 3.176 32.484 10.026 0.328 27.051 31.699 4.091 27.608 7.31 -0.157 -0.221 3.127 -1.749 4.876 2.716
Sk Sk-2 Treatment 2 I1 0.0009761 0.932 0.231 0.016 27.091 1.31 5.933 6.243 34.348 1.879 28.415 8.901 0.328 27.051 31.699 4.091 27.608 7.31 -0.097 0.0400000000000027 2.649 1.842 0.806999999999999 1.591
Sk Sk-2 Treatment 2 I2 0.0009762 0.932 0.231 0.016 27.091 1.31 5.933 6.243 34.348 1.879 28.415 8.901 0.328 27.051 31.699 4.091 27.608 7.31 -0.097 0.0400000000000027 2.649 1.842 0.806999999999999 1.591
Sk Sk-2 Treatment 2 I3 0.0009917 0.945 0.226 0.017 27.84 1.212 8.136 5.132 34.82 2.541 26.684 8.445 0.328 27.051 31.699 4.091 27.608 7.31 -0.102 0.789000000000001 3.121 4.045 -0.923999999999999 1.135
Sk Sk-2 Treatment 3 I1 0.002 0.93 0.247 0.022 28.191 1.373 7.355 6.221 34.767 3.17 27.412 8.374 0.328 27.051 31.699 4.091 27.608 7.31 -0.081 1.14 3.068 3.264 -0.196000000000002 1.064
Sk Sk-2 Treatment 3 I2 0.001 0.912 0.231 0.021 28.148 1.546 5.912 7.558 34.627 3.323 28.715 8.552 0.328 27.051 31.699 4.091 27.608 7.31 -0.097 1.097 2.928 1.821 1.107 1.242
Sk Sk-2 Treatment 3 I3 0.001 0.921 0.234 0.018 27.241 1.399 6.171 6.441 34.112 1.869 27.941 8.627 0.328 27.051 31.699 4.091 27.608 7.31 -0.094 0.190000000000001 2.413 2.08 0.332999999999998 1.317
Sk Sk-2 Treatment 4 I1 0.0007696 0.963 0.22 0.018 29.448 0.911 6.674 5.041 34.619 3.425 27.945 7.343 0.328 27.051 31.699 4.091 27.608 7.31 -0.108 2.397 2.92 2.583 0.337 0.0330000000000004
Sk Sk-2 Treatment 4 I2 0.001 0.949 0.244 0.021 28.521 1.158 8.385 5.283 35.166 3.544 26.781 8.341 0.328 27.051 31.699 4.091 27.608 7.31 -0.084 1.47 3.467 4.294 -0.827000000000002 1.031
Sk Sk-2 Treatment 4 I3 0.0006653 0.966 0.215 0.016 29.327 0.877 6.907 4.55 34.429 2.805 27.522 7.377 0.328 27.051 31.699 4.091 27.608 7.31 -0.113 2.276 2.73 2.816 -0.0860000000000021 0.0670000000000002
Sa Sa-2 Ancestral Ancestral Ancestral 7.25e-05 0.995 0.396 0.022 29.607 0.922 -14.386 3.571 31.353 0.58 45.739 7.378 0.396 29.607 31.353 -14.386 45.739 7.378 0 0 0 0 0 0
Sa Sa-2 Control 1 I1 0.005 0.956 0.387 0.033 28.403 1.053 -1.455 8.339 33.001 0.133 34.456 8.377 0.396 29.607 31.353 -14.386 45.739 7.378 -0.00900000000000001 -1.204 1.648 12.931 -11.283 0.999000000000001
Sa Sa-2 Control 1 I2 0.005 0.957 0.412 0.093 28.953 3.803 -3.195 14.118 31.459 2.074 34.654 6.714 0.396 29.607 31.353 -14.386 45.739 7.378 0.016 -0.654 0.105999999999998 11.191 -11.085 -0.664
Sa Sa-2 Control 1 I3 0.01 0.916 0.401 0.077 28.266 3.513 0.81 17.067 32.28 4.36 31.47 7.503 0.396 29.607 31.353 -14.386 45.739 7.378 0.005 -1.341 0.927 15.196 -14.269 0.125
Sa Sa-2 Control 2 I1 0.003 0.974 0.387 0.026 28.354 0.718 5.798 3.88 33.001 0.13 27.203 7.277 0.396 29.607 31.353 -14.386 45.739 7.378 -0.00900000000000001 -1.253 1.648 20.184 -18.536 -0.101
Sa Sa-2 Control 2 I2 0.003 0.964 0.376 0.061 28.72 2.568 0.486 10.772 31.904 2.668 31.418 6.887 0.396 29.607 31.353 -14.386 45.739 7.378 -0.02 -0.887 0.550999999999998 14.872 -14.321 -0.491000000000001
Sa Sa-2 Control 2 I3 0.005 0.961 0.445 0.07 28.565 2.192 5.788 6.912 31.711 1.596 25.923 6.128 0.396 29.607 31.353 -14.386 45.739 7.378 0.049 -1.042 0.357999999999997 20.174 -19.816 -1.25
Sa Sa-2 Control 3 I1 0.001 0.985 0.368 0.023 27.439 1.078 6.519 4.491 32.858 1.479 26.339 7.6 0.396 29.607 31.353 -14.386 45.739 7.378 -0.028 -2.168 1.505 20.905 -19.4 0.222
Sa Sa-2 Control 3 I2 0.002 0.973 0.365 0.046 28.538 2.165 1.002 8.279 31.642 1.393 30.64 6.773 0.396 29.607 31.353 -14.386 45.739 7.378 -0.031 -1.069 0.288999999999998 15.388 -15.099 -0.605
Sa Sa-2 Control 3 I3 0.001 0.987 0.373 0.042 28.874 1.655 1.369 5.71 31.608 1.186 30.239 6.339 0.396 29.607 31.353 -14.386 45.739 7.378 -0.023 -0.733000000000001 0.254999999999999 15.755 -15.5 -1.039
Sa Sa-2 Control 4 I1 0.002 0.978 0.361 0.04 28.568 1.644 2.76 7.608 32.45 2.751 29.69 7.189 0.396 29.607 31.353 -14.386 45.739 7.378 -0.035 -1.039 1.097 17.146 -16.049 -0.189
Sa Sa-2 Control 4 I2 0.001 0.987 0.364 0.032 28.571 1.361 3.262 4.824 31.717 1.004 28.455 6.487 0.396 29.607 31.353 -14.386 45.739 7.378 -0.032 -1.036 0.363999999999997 17.648 -17.284 -0.891
Sa Sa-2 Control 4 I3 0.003 0.971 0.37 0.066 29.015 2.406 1.338 8.912 31.785 2.525 30.447 6.39 0.396 29.607 31.353 -14.386 45.739 7.378 -0.026 -0.591999999999999 0.431999999999999 15.724 -15.292 -0.988
Sa Sa-2 Treatment 1 I1 0.001 0.918 0.274 0.015 28.716 1.431 -6.886 11.668 34.945 1.884 41.831 10.574 0.396 29.607 31.353 -14.386 45.739 7.378 -0.122 -0.890999999999998 3.592 7.5 -3.90799999999999 3.196
Sa Sa-2 Treatment 1 I2 0.008 0.752 0.301 0.042 26.734 2.79 8.45 12.185 36.411 4.492 27.961 10.002 0.396 29.607 31.353 -14.386 45.739 7.378 -0.095 -2.873 5.058 22.836 -17.778 2.624
Sa Sa-2 Treatment 1 I3 0.0007536 0.942 0.271 0.013 27.847 1.248 -0.225 8.595 36.2 2.366 36.425 10.918 0.396 29.607 31.353 -14.386 45.739 7.378 -0.125 -1.76 4.847 14.161 -9.314 3.54
Sa Sa-2 Treatment 2 I1 0.007 0.826 0.298 0.039 27.224 2.191 9.297 8.049 35.233 2.593 25.936 8.815 0.396 29.607 31.353 -14.386 45.739 7.378 -0.098 -2.383 3.88 23.683 -19.803 1.437
Sa Sa-2 Treatment 2 I2 0.002 0.855 0.237 0.023 28.263 2.173 3.677 12.833 36.965 5.657 33.288 10.539 0.396 29.607 31.353 -14.386 45.739 7.378 -0.159 -1.344 5.612 18.063 -12.451 3.161
Sa Sa-2 Treatment 2 I3 0.004 0.803 0.249 0.028 27.73 2.383 3.363 13.026 35.396 3.25 32.033 9.781 0.396 29.607 31.353 -14.386 45.739 7.378 -0.147 -1.877 4.043 17.749 -13.706 2.403
Sa Sa-2 Treatment 3 I1 1.783e-05 0.998 0.279 0.003 29.565 0.347 -14.831 3.38 35.225 0.648 50.056 11.192 0.396 29.607 31.353 -14.386 45.739 7.378 -0.117 -0.041999999999998 3.872 -0.445 4.317 3.814
Sa Sa-2 Treatment 3 I2 3.204e-05 0.998 0.28 0.004 27.923 0.454 5.178 2.289 38.052 1.252 32.874 11.15 0.396 29.607 31.353 -14.386 45.739 7.378 -0.116 -1.684 6.699 19.564 -12.865 3.772
Sa Sa-2 Treatment 3 I3 4.408e-05 0.996 0.286 0.004 28.058 0.552 -3.796 4.04 36.638 1.181 40.434 11.74 0.396 29.607 31.353 -14.386 45.739 7.378 -0.11 -1.549 5.285 10.59 -5.305 4.362
Sa Sa-2 Treatment 4 I1 0.003 0.853 0.248 0.025 27.734 2.119 6.357 10.353 36.599 4.363 30.242 10.051 0.396 29.607 31.353 -14.386 45.739 7.378 -0.148 -1.873 5.246 20.743 -15.497 2.673
Sa Sa-2 Treatment 4 I2 0.001 0.938 0.242 0.025 28.79 2.459 4.829 12.228 36.44 5.247 31.611 9.692 0.396 29.607 31.353 -14.386 45.739 7.378 -0.154 -0.817 5.087 19.215 -14.128 2.314
Sa Sa-2 Treatment 4 I3 0.0004178 0.971 0.241 0.016 29.756 1.667 -1.105 9.898 35.119 2.842 36.224 9.135 0.396 29.607 31.353 -14.386 45.739 7.378 -0.155 0.149000000000001 3.766 13.281 -9.515 1.757
Sj Sj-1 Ancestral Ancestral Ancestral 0.003 0.974 0.557 0.022 28.592 0.743 9.709 2.608 38.18 1.114 28.471 10.076 0.557 28.592 38.18 9.709 28.471 10.076 0 0 0 0 0 0
Sj Sj-1 Control 1 I1 0.007 0.957 0.601 0.035 31.059 0.806 6.181 3.596 36.131 0.721 29.95 7.949 0.557 28.592 38.18 9.709 28.471 10.076 0.0439999999999999 2.467 -2.049 -3.528 1.479 -2.127
Sj Sj-1 Control 1 I2 0.009 0.954 0.592 2.65 30.835 4.733 6.647 3.52 35.535 0.338 28.888 7.554 0.557 28.592 38.18 9.709 28.471 10.076 0.0349999999999999 2.243 -2.645 -3.062 0.417000000000002 -2.522
Sj Sj-1 Control 1 I3 0.001 0.99 0.583 0.022 30.249 0.465 9.221 1.727 36.015 0.314 26.794 7.838 0.557 28.592 38.18 9.709 28.471 10.076 0.0259999999999999 1.657 -2.165 -0.488 -1.677 -2.238
Sj Sj-1 Control 2 I1 0.008 0.947 0.561 0.039 30.725 1.052 7.974 4.244 37.497 1.994 29.523 8.864 0.557 28.592 38.18 9.709 28.471 10.076 0.004 2.133 -0.683 -1.735 1.052 -1.212
Sj Sj-1 Control 2 I2 0.01 0.919 0.549 0.059 29.778 1.459 9.663 5.08 37.177 1.862 27.514 8.815 0.557 28.592 38.18 9.709 28.471 10.076 -0.00800000000000001 1.186 -1.003 -0.0459999999999994 -0.957000000000001 -1.261
Sj Sj-1 Control 2 I3 0.008 0.951 0.617 0.054 30.155 1.105 10.551 3.7 36.702 1.175 26.151 8.128 0.557 28.592 38.18 9.709 28.471 10.076 0.0599999999999999 1.563 -1.478 0.842000000000001 -2.32 -1.948
Sj Sj-1 Control 3 I1 0.007 0.943 0.541 0.051 30.063 1.263 10.12 4.417 37.942 2.332 27.822 9.1 0.557 28.592 38.18 9.709 28.471 10.076 -0.016 1.471 -0.238 0.411 -0.649000000000001 -0.976000000000001
Sj Sj-1 Control 3 I2 0.004 0.965 0.537 0.037 30.752 1.01 7.511 4.054 36.967 1.381 29.456 8.547 0.557 28.592 38.18 9.709 28.471 10.076 -0.02 2.16 -1.213 -2.198 0.984999999999999 -1.529
Sj Sj-1 Control 3 I3 0.004 0.963 0.543 0.038 30.575 0.988 7.98 3.844 36.652 1.089 28.672 8.364 0.557 28.592 38.18 9.709 28.471 10.076 -0.014 1.983 -1.528 -1.729 0.201000000000001 -1.712
Sj Sj-1 Control 4 I1 0.009 0.927 0.541 0.054 30.412 1.388 8.576 5.209 36.714 1.542 28.138 8.386 0.557 28.592 38.18 9.709 28.471 10.076 -0.016 1.82 -1.466 -1.133 -0.332999999999998 -1.69
Sj Sj-1 Control 4 I2 0.005 0.962 0.53 0.029 31.01 0.734 6.563 3.239 36.041 0.602 29.478 7.846 0.557 28.592 38.18 9.709 28.471 10.076 -0.027 2.418 -2.139 -3.146 1.007 -2.23
Sj Sj-1 Control 4 I3 0.005 0.959 0.53 0.029 31.01 0.734 6.563 3.239 36.041 0.602 29.478 7.846 0.557 28.592 38.18 9.709 28.471 10.076 -0.027 2.418 -2.139 -3.146 1.007 -2.23
Sj Sj-1 Treatment 1 I1 0.003 0.94 0.367 0.023 31.385 1.012 1.357 5.535 36.454 1.25 35.097 8.787 0.557 28.592 38.18 9.709 28.471 10.076 -0.19 2.793 -1.726 -8.352 6.626 -1.289
Sj Sj-1 Treatment 1 I2 0.002 0.963 0.366 0.017 32.265 0.792 -4.127 5.451 36.357 1.189 40.484 8.846 0.557 28.592 38.18 9.709 28.471 10.076 -0.191 3.673 -1.823 -13.836 12.013 -1.23
Sj Sj-1 Treatment 1 I3 0.004 0.937 0.372 0.026 30.644 1.17 6.192 5.239 37.783 2.438 31.591 9.436 0.557 28.592 38.18 9.709 28.471 10.076 -0.185 2.052 -0.396999999999998 -3.517 3.12 -0.640000000000001
Sj Sj-1 Treatment 2 I1 0.007 0.92 0.406 0.049 30.133 1.44 11.869 4.515 36.98 1.778 25.111 8.086 0.557 28.592 38.18 9.709 28.471 10.076 -0.151 1.541 -1.2 2.16 -3.36 -1.99
Sj Sj-1 Treatment 2 I2 0.003 0.952 0.348 0.024 31.129 0.993 7.42 4.256 37.452 2.083 30.032 8.696 0.557 28.592 38.18 9.709 28.471 10.076 -0.209 2.537 -0.728000000000002 -2.289 1.561 -1.38
Sj Sj-1 Treatment 2 I3 0.004 0.936 0.337 0.025 30.317 1.182 8.866 4.505 37.88 2.342 29.014 9.184 0.557 28.592 38.18 9.709 28.471 10.076 -0.22 1.725 -0.299999999999997 -0.843 0.542999999999999 -0.892000000000001
Sj Sj-1 Treatment 3 I1 0.002 0.961 0.344 0.02 30.646 0.807 8.781 3.059 36.398 0.826 27.617 7.989 0.557 28.592 38.18 9.709 28.471 10.076 -0.213 2.054 -1.782 -0.927999999999999 -0.853999999999999 -2.087
Sj Sj-1 Treatment 3 I2 0.005 0.922 0.346 0.02 30.568 0.807 8.619 3.059 37.31 0.826 28.691 8.724 0.557 28.592 38.18 9.709 28.471 10.076 -0.211 1.976 -0.869999999999997 -1.09 0.219999999999999 -1.352
Sj Sj-1 Treatment 3 I3 0.003 0.963 0.441 0.024 31.247 0.79 6.086 3.511 36.541 1.016 30.455 8.181 0.557 28.592 38.18 9.709 28.471 10.076 -0.116 2.655 -1.639 -3.623 1.984 -1.895
Sj Sj-1 Treatment 4 I1 0.001 0.98 0.387 0.016 30.968 0.622 7.115 2.624 37.175 1.083 30.06 8.632 0.557 28.592 38.18 9.709 28.471 10.076 -0.17 2.376 -1.005 -2.594 1.589 -1.444
Sj Sj-1 Treatment 4 I2 0.002 0.977 0.394 0.018 31.343 0.634 7.049 2.721 36.623 0.889 29.574 8.042 0.557 28.592 38.18 9.709 28.471 10.076 -0.163 2.751 -1.557 -2.66 1.103 -2.034
Sj Sj-1 Treatment 4 I3 0.001 0.983 0.404 0.015 31.994 0.479 4.976 2.411 36.019 0.48 31.043 7.429 0.557 28.592 38.18 9.709 28.471 10.076 -0.153 3.402 -2.161 -4.733 2.572 -2.647
Sj Sj-2 Ancestral Ancestral Ancestral 0.004 0.962 0.425 0.024 29.198 0.803 2.518 4.587 35.299 0.248 32.781 9.039 0.425 29.198 35.299 2.518 32.781 9.039 0 0 0 0 0 0
Sj Sj-2 Control 1 I1 0.017 0.878 0.432 0.061 27.673 2.406 2.94 12.524 35.321 0.753 32.381 9.841 0.425 29.198 35.299 2.518 32.781 9.039 0.00700000000000001 -1.525 0.0219999999999985 0.422 -0.399999999999999 0.802
Sj Sj-2 Control 1 I2 0.015 0.932 0.469 0.046 26.872 1.371 11.855 3.927 34.805 0.793 22.95 8.198 0.425 29.198 35.299 2.518 32.781 9.039 0.044 -2.326 -0.494 9.337 -9.831 -0.840999999999999
Sj Sj-2 Control 1 I3 0.005 0.973 0.478 0.039 26.605 1.2 15.466 3.785 32.522 1.021 17.056 6.145 0.425 29.198 35.299 2.518 32.781 9.039 0.053 -2.593 -2.777 12.948 -15.725 -2.894
Sj Sj-2 Control 2 I1 0.005 0.972 0.463 0.027 28.431 0.965 7.363 3.765 34.944 0.527 27.581 8.403 0.425 29.198 35.299 2.518 32.781 9.039 0.038 -0.766999999999999 -0.354999999999997 4.845 -5.2 -0.635999999999999
Sj Sj-2 Control 2 I2 0.004 0.98 0.483 0.035 25.579 1.35 10.532 3.926 35.234 0.384 24.702 9.396 0.425 29.198 35.299 2.518 32.781 9.039 0.058 -3.619 -0.0649999999999977 8.014 -8.079 0.357000000000001
Sj Sj-2 Control 2 I3 0.002 0.988 0.506 0.078 29.128 1.894 4.31 4.072 31.176 0.405 26.866 5.306 0.425 29.198 35.299 2.518 32.781 9.039 0.081 -0.0700000000000003 -4.123 1.792 -5.915 -3.733
Sj Sj-2 Control 3 I1 0.006 0.928 0.346 0.044 26.646 1.536 7.984 6.432 35.028 0.507 27.044 9.22 0.425 29.198 35.299 2.518 32.781 9.039 -0.079 -2.552 -0.271000000000001 5.466 -5.737 0.181000000000001
Sj Sj-2 Control 3 I2 0.007 0.95 0.387 0.031 27.242 1.293 6.722 5.662 34.656 0.583 27.934 8.901 0.425 29.198 35.299 2.518 32.781 9.039 -0.038 -1.956 -0.643000000000001 4.204 -4.847 -0.138
Sj Sj-2 Control 3 I3 0.011 0.925 0.398 0.038 27.123 1.377 8.719 5.297 35.076 0.46 26.357 8.861 0.425 29.198 35.299 2.518 32.781 9.039 -0.027 -2.075 -0.222999999999999 6.201 -6.424 -0.177999999999999
Sj Sj-2 Control 4 I1 0.002 0.982 0.482 0.254 29.964 5.74 -1.531 7.686 31.057 0.682 32.588 5.007 0.425 29.198 35.299 2.518 32.781 9.039 0.057 0.765999999999998 -4.242 -4.049 -0.192999999999998 -4.032
Sj Sj-2 Control 4 I2 0.01 0.929 0.385 0.039 26.464 1.487 9.077 5.651 34.499 0.687 25.422 8.761 0.425 29.198 35.299 2.518 32.781 9.039 -0.04 -2.734 -0.799999999999997 6.559 -7.359 -0.278
Sj Sj-2 Control 4 I3 0.0007315 0.995 0.475 0.045 29.775 1.521 4.375 3.281 34.534 0.47 30.159 7.799 0.425 29.198 35.299 2.518 32.781 9.039 0.05 0.576999999999998 -0.765000000000001 1.857 -2.622 -1.24
Sj Sj-2 Treatment 1 I1 0.004 0.901 0.301 0.027 30.464 1.465 7.067 6.046 37.351 2.419 30.284 9.085 0.425 29.198 35.299 2.518 32.781 9.039 -0.124 1.266 2.052 4.549 -2.497 0.0460000000000012
Sj Sj-2 Treatment 1 I2 0.0004234 0.987 0.311 0.008 31.004 0.478 2 2.513 36.777 0.665 34.777 9.156 0.425 29.198 35.299 2.518 32.781 9.039 -0.114 1.806 1.478 -0.518 1.996 0.117000000000001
Sj Sj-2 Treatment 1 I3 0.002 0.957 0.327 0.018 32.208 0.807 1.019 4.671 36.215 1.048 35.196 8.03 0.425 29.198 35.299 2.518 32.781 9.039 -0.098 3.01 0.916000000000004 -1.499 2.415 -1.009
Sj Sj-2 Treatment 2 I1 0.0007851 0.985 0.353 0.012 32.05 0.463 3.432 2.441 36.18 0.554 32.748 7.755 0.425 29.198 35.299 2.518 32.781 9.039 -0.072 2.852 0.881 0.914 -0.0330000000000013 -1.284
Sj Sj-2 Treatment 2 I2 0.001 0.98 0.345 0.016 30.916 0.614 9.452 2.316 37.244 1.097 27.792 8.304 0.425 29.198 35.299 2.518 32.781 9.039 -0.08 1.718 1.945 6.934 -4.989 -0.734999999999999
Sj Sj-2 Treatment 2 I3 0.0005264 0.991 0.345 0.01 32.473 0.369 3.955 1.972 36.072 0.46 32.117 7.338 0.425 29.198 35.299 2.518 32.781 9.039 -0.08 3.275 0.773000000000003 1.437 -0.664000000000001 -1.701
Sj Sj-2 Treatment 3 I1 0.002 0.971 0.405 0.019 30.887 0.672 6.836 2.857 36.227 0.63 29.391 8.022 0.425 29.198 35.299 2.518 32.781 9.039 -0.02 1.689 0.927999999999997 4.318 -3.39 -1.017
Sj Sj-2 Treatment 3 I2 0.002 0.973 0.36 0.017 30.843 0.681 6.755 2.864 36.516 0.781 29.761 8.283 0.425 29.198 35.299 2.518 32.781 9.039 -0.065 1.645 1.217 4.237 -3.02 -0.756
Sj Sj-2 Treatment 3 I3 0.002 0.953 0.341 0.022 32.293 0.928 -2.196 6.074 35.582 0.517 37.778 7.832 0.425 29.198 35.299 2.518 32.781 9.039 -0.084 3.095 0.283000000000001 -4.714 4.997 -1.207
Sj Sj-2 Treatment 4 I1 0.002 0.964 0.375 0.019 30.396 0.784 6.13 3.348 36.361 0.736 30.231 8.559 0.425 29.198 35.299 2.518 32.781 9.039 -0.05 1.198 1.062 3.612 -2.55 -0.48
Sj Sj-2 Treatment 4 I2 0.002 0.971 0.367 0.017 30.346 0.732 7.906 2.833 36.813 0.903 28.907 8.6 0.425 29.198 35.299 2.518 32.781 9.039 -0.058 1.148 1.514 5.388 -3.874 -0.439
Sj Sj-2 Treatment 4 I3 0.002 0.942 0.349 0.019 31.892 0.803 -2.205 5.526 35.681 0.494 37.886 8.233 0.425 29.198 35.299 2.518 32.781 9.039 -0.076 2.694 0.381999999999998 -4.723 5.105 -0.805999999999999
