Species Strain Condition Line Genotype RSS r2 rmax rmax_se topt topt_se ctmin ctmin_se ctmax ctmax_se tolerance breadth An_rmax An_topt An_ctmax An_ctmin An_tolerance An_breadth rmax_rel topt_rel ctmax_rel ctmin_rel tolerance_rel breadth_rel
Sc Sc-1 Treatment 1 I1 0.005 0.977 0.611 0.023 34.214 0.685 7.393 2.589 41.94 0.712 34.547 10.255 0.678 34.663 41.105 1.267 39.838 10.406 -0.0670000000000001 -0.448999999999998 0.835000000000001 6.126 -5.291 -0.151
Sc Sc-1 Treatment 1 I2 0.003 0.987 0.619 0.017 34.065 0.512 7.876 1.899 41.961 0.533 34.085 10.255 0.678 34.663 41.105 1.267 39.838 10.406 -0.0590000000000001 -0.597999999999999 0.856000000000002 6.609 -5.753 -0.151
Sc Sc-1 Treatment 1 I3 0.005 0.983 0.637 0.021 33.841 0.591 8.648 2.118 42.206 0.68 33.558 10.409 0.678 34.663 41.105 1.267 39.838 10.406 -0.041 -0.821999999999996 1.10100000000001 7.381 -6.28 0.00300000000000011
Sc Sc-1 Treatment 2 I1 0.006 0.978 0.64 0.024 33.773 0.672 9.807 2.304 42.646 0.929 32.839 10.538 0.678 34.663 41.105 1.267 39.838 10.406 -0.038 -0.889999999999993 1.541 8.54 -6.999 0.132
Sc Sc-1 Treatment 2 I2 0.004 0.985 0.626 0.019 34.239 0.555 8.632 2.011 42.306 0.696 33.674 10.282 0.678 34.663 41.105 1.267 39.838 10.406 -0.052 -0.423999999999999 1.201 7.365 -6.164 -0.124000000000001
Sc Sc-1 Treatment 2 I3 0.003 0.988 0.652 0.018 34.674 0.493 7.874 1.844 41.455 0.405 33.581 9.579 0.678 34.663 41.105 1.267 39.838 10.406 -0.026 0.0110000000000028 0.350000000000001 6.607 -6.257 -0.827
Sc Sc-1 Treatment 3 I1 0.003 0.987 0.589 0.018 34.478 0.534 8.185 1.978 42.24 0.668 34.055 10.219 0.678 34.663 41.105 1.267 39.838 10.406 -0.0890000000000001 -0.184999999999995 1.13500000000001 6.918 -5.783 -0.187000000000001
Sc Sc-1 Treatment 3 I2 0.002 0.991 0.592 0.015 34.559 0.443 9.009 1.595 42.028 0.507 33.019 9.878 0.678 34.663 41.105 1.267 39.838 10.406 -0.0860000000000001 -0.103999999999999 0.923000000000002 7.742 -6.819 -0.528
Sc Sc-1 Treatment 3 I3 0.002 0.989 0.495 0.018 33.066 0.648 11.168 1.782 43.503 0.96 32.335 11.194 0.678 34.663 41.105 1.267 39.838 10.406 -0.183 -1.59699999999999 2.398 9.901 -7.503 0.788
Sc Sc-1 Treatment 4 I1 0.004 0.983 0.604 0.021 34.728 0.608 8.401 2.248 42.172 0.762 33.771 9.972 0.678 34.663 41.105 1.267 39.838 10.406 -0.0740000000000001 0.0650000000000048 1.067 7.134 -6.067 -0.434000000000001
Sc Sc-1 Treatment 4 I2 0.004 0.983 0.584 0.02 34.49 0.601 7.881 2.245 42.055 0.687 34.174 10.137 0.678 34.663 41.105 1.267 39.838 10.406 -0.0940000000000001 -0.172999999999995 0.950000000000003 6.614 -5.664 -0.269
Sc Sc-1 Treatment 4 I3 0.004 0.986 0.62 0.019 34.231 0.545 9.281 1.94 42.604 0.78 33.323 10.375 0.678 34.663 41.105 1.267 39.838 10.406 -0.0580000000000001 -0.431999999999995 1.499 8.014 -6.515 -0.0310000000000006
Sc Sc-2 Ancestral Ancestral Ancestral 0.013 0.949 0.743 0.036 34.424 1.068 1.583 5 42.019 1.147 40.436 11.21 0.743 34.424 42.019 1.583 40.436 11.21 0 0 0 0 0 0
Sc Sc-2 Control 1 I1 0.003 0.992 0.762 0.016 34.392 0.402 5.973 1.608 41.269 0.279 35.296 9.932 0.743 34.424 42.019 1.583 40.436 11.21 0.019 -0.0319999999999965 -0.75 4.39 -5.14 -1.278
Sc Sc-2 Control 1 I2 0.004 0.987 0.777 0.021 33.241 0.528 6.613 2.298 41.643 0.436 35.03 10.701 0.743 34.424 42.019 1.583 40.436 11.21 0.034 -1.183 -0.375999999999998 5.03 -5.406 -0.509
Sc Sc-2 Control 1 I3 0.000587 0.998 0.76 0.009 34.424 0.21 5.641 0.991 41.205 0.139 35.564 9.926 0.743 34.424 42.019 1.583 40.436 11.21 0.017 0 -0.814 4.058 -4.872 -1.284
Sc Sc-2 Control 2 I1 0.0003284 0.999 0.745 0.009 34.342 0.22 3.529 1.09 41.11 0.126 37.581 10.24 0.743 34.424 42.019 1.583 40.436 11.21 0.002 -0.0820000000000007 -0.908999999999999 1.946 -2.855 -0.970000000000001
Sc Sc-2 Control 2 I2 0.002 0.992 0.749 0.016 33.965 0.382 10.11 1.69 41.803 0.365 31.693 9.795 0.743 34.424 42.019 1.583 40.436 11.21 0.00600000000000001 -0.458999999999996 -0.216000000000001 8.527 -8.743 -1.415
Sc Sc-2 Control 2 I3 0.01 0.974 0.765 0.029 33.28 0.708 8.87 2.487 41.943 0.696 33.073 10.482 0.743 34.424 42.019 1.583 40.436 11.21 0.022 -1.144 -0.0760000000000005 7.287 -7.363 -0.728000000000002
Sc Sc-2 Control 3 I1 0.005 0.986 0.73 0.022 34.5 0.53 6.915 2.055 41.221 0.361 34.306 9.694 0.743 34.424 42.019 1.583 40.436 11.21 -0.013 0.0760000000000005 -0.798000000000002 5.332 -6.13 -1.516
Sc Sc-2 Control 3 I2 0.006 0.981 0.72 0.025 34.31 0.619 7.525 2.337 41.614 0.543 34.089 9.954 0.743 34.424 42.019 1.583 40.436 11.21 -0.023 -0.113999999999997 -0.405000000000001 5.942 -6.347 -1.256
Sc Sc-2 Control 3 I3 0.005 0.986 0.738 0.023 34.364 0.541 8.427 1.979 42.012 0.599 33.585 10.058 0.743 34.424 42.019 1.583 40.436 11.21 -0.005 -0.0600000000000023 -0.0069999999999979 6.844 -6.851 -1.152
Sc Sc-2 Control 4 I1 0.002 0.993 0.767 0.018 35.305 0.42 5.74 1.957 40.9 0.226 35.16 9.126 0.743 34.424 42.019 1.583 40.436 11.21 0.024 0.881 -1.119 4.157 -5.276 -2.084
Sc Sc-2 Control 4 I2 0.007 0.982 0.748 0.026 34.571 0.603 7.705 2.277 41.232 0.419 33.527 9.519 0.743 34.424 42.019 1.583 40.436 11.21 0.005 0.146999999999998 -0.786999999999999 6.122 -6.909 -1.691
Sc Sc-2 Control 4 I3 0.005 0.985 0.769 0.025 35.029 0.611 5.162 2.9 41.082 0.382 35.92 9.515 0.743 34.424 42.019 1.583 40.436 11.21 0.026 0.605000000000004 -0.936999999999998 3.579 -4.516 -1.695
Sc Sc-2 Treatment 1 I1 0.002 0.994 0.731 0.015 34.512 0.357 6.824 1.636 41.235 0.247 34.411 9.715 0.743 34.424 42.019 1.583 40.436 11.21 -0.012 0.088000000000001 -0.783999999999999 5.241 -6.025 -1.495
Sc Sc-2 Treatment 1 I2 0.004 0.984 0.66 0.02 34.454 0.575 5.61 2.327 41.282 0.403 35.672 9.977 0.743 34.424 42.019 1.583 40.436 11.21 -0.083 0.0300000000000011 -0.737000000000002 4.027 -4.764 -1.233
Sc Sc-2 Treatment 1 I3 0.003 0.992 0.723 0.016 34.03 0.393 8.22 1.446 41.57 0.332 33.35 9.935 0.743 34.424 42.019 1.583 40.436 11.21 -0.02 -0.393999999999998 -0.448999999999998 6.637 -7.086 -1.275
Sc Sc-2 Treatment 2 I1 0.005 0.984 0.683 0.021 34.065 0.562 6.564 2.208 41.317 0.399 34.753 10.023 0.743 34.424 42.019 1.583 40.436 11.21 -0.0599999999999999 -0.359000000000002 -0.701999999999998 4.981 -5.683 -1.187
Sc Sc-2 Treatment 2 I2 0.002 0.992 0.669 0.014 33.971 0.391 7.686 1.469 41.486 0.311 33.8 10.001 0.743 34.424 42.019 1.583 40.436 11.21 -0.074 -0.453000000000003 -0.533000000000001 6.103 -6.636 -1.209
Sc Sc-2 Treatment 2 I3 0.004 0.985 0.641 0.019 34.484 0.557 6.121 2.216 41.233 0.379 35.112 9.843 0.743 34.424 42.019 1.583 40.436 11.21 -0.102 0.0600000000000023 -0.786000000000001 4.538 -5.324 -1.367
Sc Sc-2 Treatment 3 I1 0.003 0.99 0.716 0.018 34.543 0.45 7.798 1.685 41.587 0.398 33.789 9.783 0.743 34.424 42.019 1.583 40.436 11.21 -0.027 0.119 -0.431999999999995 6.215 -6.647 -1.427
Sc Sc-2 Treatment 3 I2 0.003 0.991 0.708 0.017 34.073 0.414 8.841 1.485 41.8 0.401 32.959 9.966 0.743 34.424 42.019 1.583 40.436 11.21 -0.035 -0.350999999999999 -0.219000000000001 7.258 -7.477 -1.244
Sc Sc-2 Treatment 3 I3 0.006 0.969 0.629 0.025 32.924 0.837 6.519 3.505 42.196 0.867 35.677 11.256 0.743 34.424 42.019 1.583 40.436 11.21 -0.114 -1.5 0.177 4.936 -4.759 0.0459999999999994
Sc Sc-2 Treatment 4 I1 0.014 0.952 0.67 0.036 34.21 0.984 6.986 3.788 41.511 0.801 34.525 10.018 0.743 34.424 42.019 1.583 40.436 11.21 -0.073 -0.213999999999999 -0.507999999999996 5.403 -5.911 -1.192
Sc Sc-2 Treatment 4 I2 0.003 0.989 0.648 0.016 34.291 0.462 5.937 1.844 41.596 0.395 35.659 10.223 0.743 34.424 42.019 1.583 40.436 11.21 -0.095 -0.133000000000003 -0.423000000000002 4.354 -4.777 -0.987
Sc Sc-2 Treatment 4 I3 0.008 0.97 0.652 0.026 33.406 0.785 8.141 2.85 42.696 1.048 34.555 11.084 0.743 34.424 42.019 1.583 40.436 11.21 -0.091 -1.018 0.677 6.558 -5.881 -0.126000000000001
Sc Sc Ancestral Ancestral Ancestral 0.0009743 0.997 0.61 0.01 33.506 0.351 1.865 1.837 40.001 0.054 38.136 10.192 0.61 33.506 40.001 1.865 38.136 10.192 0 0 0 0 0 0
Sc Sc Control 1 I1 0.004 0.987 0.696 0.041 33.735 0.662 8.566 3.089 38.495 2.47 29.929 7.22 0.61 33.506 40.001 1.865 38.136 10.192 0.086 0.228999999999999 -1.506 6.701 -8.207 -2.972
Sc Sc Control 1 I2 0.007 0.975 0.673 0.042 33.55 0.721 8.41 3.728 39.796 3.922 31.386 7.902 0.61 33.506 40.001 1.865 38.136 10.192 0.0630000000000001 0.0439999999999969 -0.204999999999998 6.545 -6.75 -2.29
Sc Sc Control 1 I3 0.007 0.976 0.66 0.04 33.35 0.746 9.238 3.583 40.495 4.313 31.257 8.214 0.61 33.506 40.001 1.865 38.136 10.192 0.05 -0.155999999999999 0.494 7.373 -6.879 -1.978
Sc Sc Control 2 I1 0.007 0.977 0.647 0.036 32.873 0.848 10.647 3.331 42.46 5.227 31.813 9.092 0.61 33.506 40.001 1.865 38.136 10.192 0.037 -0.633000000000003 2.459 8.782 -6.323 -1.1
Sc Sc Control 2 I2 0.006 0.982 0.671 0.035 33.238 0.727 10.888 2.889 41.608 4.406 30.72 8.412 0.61 33.506 40.001 1.865 38.136 10.192 0.0610000000000001 -0.268000000000001 1.607 9.023 -7.416 -1.78
Sc Sc Control 2 I3 0.013 0.96 0.675 0.048 33.244 1.508 10.926 4.649 43.721 9.044 32.795 8.983 0.61 33.506 40.001 1.865 38.136 10.192 0.0650000000000001 -0.262 3.72 9.061 -5.341 -1.209
Sc Sc Control 3 I1 0.007 0.977 0.659 0.04 34.038 0.882 8.967 3.757 40.482 5.324 31.515 7.433 0.61 33.506 40.001 1.865 38.136 10.192 0.049 0.531999999999996 0.481000000000002 7.102 -6.621 -2.759
Sc Sc Control 3 I2 0.007 0.972 0.604 0.034 33.874 1.733 9.959 4.417 44.309 9.695 34.35 8.577 0.61 33.506 40.001 1.865 38.136 10.192 -0.00600000000000001 0.368000000000002 4.308 8.094 -3.786 -1.615
Sc Sc Control 3 I3 0.002 0.992 0.648 0.024 34.074 0.54 8.284 2.377 40.426 3.281 32.142 7.469 0.61 33.506 40.001 1.865 38.136 10.192 0.038 0.567999999999998 0.425000000000004 6.419 -5.994 -2.723
Sc Sc Control 4 I1 0.006 0.979 0.653 0.041 34.021 0.624 7.876 3.449 38.513 2.829 30.637 6.956 0.61 33.506 40.001 1.865 38.136 10.192 0.043 0.515000000000001 -1.488 6.011 -7.499 -3.236
Sc Sc Control 4 I2 0.002 0.992 0.654 0.024 34.119 0.484 8.393 2.252 39.988 2.909 31.595 7.263 0.61 33.506 40.001 1.865 38.136 10.192 0.044 0.613 -0.0129999999999981 6.528 -6.541 -2.929
Sc Sc Control 4 I3 0.006 0.976 0.633 0.036 33.666 0.883 7.267 4.286 41.107 5.673 33.84 8.308 0.61 33.506 40.001 1.865 38.136 10.192 0.023 0.159999999999997 1.106 5.402 -4.296 -1.884
Sc Sc Treatment 1 I1 0.007 0.974 0.624 0.038 33.264 0.976 10.495 3.669 42.267 6.047 31.772 8.626 0.61 33.506 40.001 1.865 38.136 10.192 0.014 -0.241999999999997 2.26600000000001 8.63 -6.364 -1.566
Sc Sc Treatment 1 I2 0.006 0.981 0.643 0.034 33.944 0.996 10.16 3.329 41.737 5.865 31.577 7.746 0.61 33.506 40.001 1.865 38.136 10.192 0.033 0.438000000000002 1.736 8.295 -6.559 -2.446
Sc Sc Treatment 1 I3 0.005 0.982 0.635 0.026 34.542 2.39 10.681 3.688 47.106 11.01 36.425 8.498 0.61 33.506 40.001 1.865 38.136 10.192 0.025 1.036 7.105 8.816 -1.71100000000001 -1.694
Sc Sc Treatment 2 I1 0.004 0.974 0.506 0.03 33.112 0.791 9.017 3.783 41.012 4.692 31.995 8.655 0.61 33.506 40.001 1.865 38.136 10.192 -0.104 -0.393999999999998 1.011 7.152 -6.141 -1.537
Sc Sc Treatment 2 I2 0.002 0.989 0.456 0.018 35.598 2.852 9.121 3.496 45.43 11.458 36.309 7.082 0.61 33.506 40.001 1.865 38.136 10.192 -0.154 2.092 5.429 7.256 -1.82700000000001 -3.11
Sc Sc Treatment 2 I3 0.001 0.991 0.454 0.018 34.026 0.401 7.215 2.193 38.164 1.54 30.949 6.91 0.61 33.506 40.001 1.865 38.136 10.192 -0.156 0.520000000000003 -1.837 5.35 -7.187 -3.282
Sc Sc Treatment 3 I1 0.004 0.971 0.47 0.03 32.893 0.789 8.959 3.823 40.469 4.076 31.51 8.757 0.61 33.506 40.001 1.865 38.136 10.192 -0.14 -0.613 0.468000000000004 7.094 -6.626 -1.435
Sc Sc Treatment 3 I2 0.002 0.988 0.53 0.021 34.265 1.256 10.061 2.929 43.478 6.638 33.417 7.896 0.61 33.506 40.001 1.865 38.136 10.192 -0.08 0.759 3.477 8.196 -4.719 -2.296
Sc Sc Treatment 3 I3 0.006 0.961 0.509 0.038 33.59 0.881 5.468 5.126 38.99 3.918 33.522 7.99 0.61 33.506 40.001 1.865 38.136 10.192 -0.101 0.0840000000000032 -1.011 3.603 -4.614 -2.202
Sc Sc Treatment 4 I1 0.003 0.988 0.654 0.03 34.043 0.473 5.818 2.724 38.171 1.853 32.353 7.069 0.61 33.506 40.001 1.865 38.136 10.192 0.044 0.536999999999999 -1.83 3.953 -5.783 -3.123
Sc Sc Treatment 4 I2 0.003 0.976 0.485 0.04 32.468 1.312 8.933 4.847 38.824 8.354 29.891 6.793 0.61 33.506 40.001 1.865 38.136 10.192 -0.125 -1.038 -1.177 7.068 -8.245 -3.399
Sc Sc Treatment 4 I3 0.002 0.986 0.478 0.032 32.591 1.075 10.655 3.354 38.733 6.441 28.078 6.376 0.61 33.506 40.001 1.865 38.136 10.192 -0.132 -0.914999999999999 -1.268 8.79 -10.058 -3.816
